canonical_product_id,product_cluster_id,canonical_title,brand,species,category,subcategory,life_stage,breed_size,form_factor,flavor,functional_claim,pack_size_value,pack_size_unit,price_per_kg_last,dog_cat_confidence,taxonomy_confidence,first_seen_date,last_seen_date,is_active
3629d5f8b0d9299a,3629d5f8b0d9299a,PEDIGREE Biscrok Biscuits (Above 4 months) Chicken Dog Treat,pedigree,dog,training,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
874e565cb3777673,874e565cb3777673,Zexsazone Pet Bed for Cats and Puppies Dogs S Pet Bed,zexsazone,both,beds_accessories,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
8a5e9dc2559b1740,8a5e9dc2559b1740,BROWNLADY Interactive Rolling Chewie Ball for Cats & Dogs Silicone Ball For Dog & Cat,brownlady,both,cat_toys,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
239fb3bee4fd7602,239fb3bee4fd7602,"Pawpro Adjustable Nylon Dog Collar with Secure D-Ring from Small - Medium to Large Breeds (Brown, Large)",pawpro,dog,collars_leashes,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
a2342a24a9a42590,a2342a24a9a42590,"decorvaiz Toys for Puppies & Small Dogs Toys | Rope Ball Toy | Color May Vary | Cotton, Rubber Ball, Bone, Chew Toy, Rubber Toy, Chew Toy, Training Aid, Tug Toy For Dog",decorvaiz,dog,dog_toys,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
b6a0d7bdfaa8d654,b6a0d7bdfaa8d654,Whiskas (1+ Years) Chicken 4.48 kg (56x0.08 kg) Wet Adult Cat Food,whiskas,cat,cat_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
debc663b6bca1033,debc663b6bca1033,"Depets Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Massa",depets,both,grooming,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
3c68bcbc9470ec25,3c68bcbc9470ec25,Buraq Basic Full Body Cat Harness with Leash Set for Walking | Escape Proof | Adjustable & Durable for Cats (Red),buraq,cat,collars_leashes,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
1e05a5d05c7f2bff,1e05a5d05c7f2bff,Drools (3+ 1.2 kg) Egg & Real Chicken 4.2 kg (2x2.1 kg) Dry Adult Dog Food,drools,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
fca6682dfd09825c,fca6682dfd09825c,"Fur Ball Story Dermaprove Ayurvedic Herbal Formula Dog Shampoo Rosemary, Neem Oil & Aloevera Itch Relief, Anti-dandruff, Anti-Bacterial, Anti-fungal, Anti-microbial Mild Dog Shampoo",fur,dog,grooming,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
a5b288b4b2b40e4b,a5b288b4b2b40e4b,"Royal Canin Persian Adult Food, Dry Food, Supports Healthy Growth & Long Hair, Digestive Health, and Reduction in Hairball Fo",royal canin,cat,cat_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
